62.5,32
71.875,32
78.125,32
53.125,32
71.875,32
50,32
65.625,32
59.375,32
59.375,32
62.5,32
81.25,32
65.625,32
65.625,32
65.625,32
62.5,32
78.125,32
46.875,32
59.375,32
75,32
65.625,32
56.25,32
65.625,32
71.875,32
71.875,32
65.625,32
59.375,32
62.5,32
71.875,32
50,32
62.5,32
65.625,32
71.875,32
78.125,32
68.75,32
75,32
65.625,32
81.25,32
62.5,32
81.25,32
75,32
62.5,32
65.625,32
53.125,32
75,32
65.625,32
81.25,32
68.75,32
56.25,32
50,32
78.125,32
68.75,32
62.5,32
68.75,32
75,32
65.625,32
56.25,32
53.125,32
50,32
68.75,32
59.375,32
71.875,32
81.25,32
71.875,32
71.875,32
75,32
43.75,32
68.75,32
68.75,32
50,32
71.875,32
50,32
87.5,32
75,32
71.875,32
62.5,32
71.875,32
65.625,32
62.5,32
71.875,32
71.875,32
75,32
56.25,32
75,32
78.125,32
65.625,32
71.875,32
71.875,32
59.375,32
59.375,32
75,32
59.375,32
71.875,32
68.75,32
78.125,32
62.5,32
68.75,32
75,32
87.5,32
46.875,32
68.75,32
68.75,32
65.625,32
56.25,32
71.875,32
78.125,32
68.75,32
75,32
65.625,32
75,32
53.125,32
84.375,32
87.5,32
62.5,32
62.5,32
62.5,32
62.5,32
65.625,32
81.25,32
59.375,32
65.625,32
71.875,32
53.125,32
59.375,32
68.75,32
78.125,32
71.875,32
71.875,32
68.75,32
71.875,32
53.125,32
65.625,32
65.625,32
53.125,32
62.5,32
53.125,32
59.375,32
59.375,32
56.25,32
68.75,32
68.75,32
78.125,32
59.375,32
59.375,32
59.375,32
53.125,32
53.125,32
65.625,32
65.625,32
68.75,32
53.125,32
56.25,32
65.625,32
65.625,32
78.125,32
59.375,32
68.75,32
68.75,32
62.5,32
65.625,32
62.5,32
68.75,32
62.5,32
59.375,32
75,32
68.75,32
68.75,32
71.875,32
71.875,32
78.125,32
68.75,32
56.25,32
81.25,32
78.125,32
71.875,32
68.75,32
68.75,32
71.875,32
65.625,32
59.375,32
71.875,32
37.5,32
53.125,32
59.375,32
46.875,32
59.375,32
62.5,32
75,32
78.125,32
59.375,32
81.25,32
65.625,32
71.875,32
65.625,32
65.625,32
46.875,32
71.875,32
75,32
68.75,32
65.625,32
75,32
71.875,32
53.125,32
81.25,32
78.125,32
78.125,32
59.375,32
68.75,32
62.5,32
62.5,32
68.75,32
87.5,32
65.625,32
59.375,32
68.75,32
75,32
65.625,32
62.5,32
56.25,32
75,32
68.75,32
75,32
71.875,32
68.75,32
68.75,32
75,32
68.75,32
68.75,32
50,32
65.625,32
71.875,32
65.625,32
62.5,32
81.25,32
68.75,32
68.75,32
81.25,32
65.625,32
71.875,32
71.875,32
84.375,32
84.375,32
56.25,32
68.75,32
59.375,32
68.75,32
71.875,32
75,32
75,32
62.5,32
68.75,32
75,32
65.625,32
62.5,32
46.875,32
65.625,32
71.875,32
78.125,32
56.25,32
78.125,32
62.5,32
62.5,32
68.75,32
68.75,32
59.375,32
62.5,32
56.25,32
68.75,32
56.25,32
75,32
59.375,32
62.5,32
56.25,32
71.875,32
81.25,32
78.125,32
81.25,32
65.625,32
68.75,32
65.625,32
78.125,32
65.625,32
56.25,32
65.625,32
50,32
68.75,32
71.875,32
78.125,32
78.125,32
68.75,32
75,32
68.75,32
56.25,32
59.375,32
68.75,32
71.875,32
65.625,32
68.75,32
75,32
46.875,32
71.875,32
78.125,32
81.25,32
78.125,32
78.125,32
68.75,32
59.375,32
78.125,32
81.25,32
78.125,32
71.875,32
59.375,32
62.5,32
65.625,32
65.625,32
71.875,32
75,32
84.375,32
81.25,32
81.25,32
62.5,32
71.875,32
59.375,32
59.375,32
81.25,32
75,32
75,32
78.125,32
75,32
56.25,32
56.25,32
65.625,32
65.625,32
75,32
68.75,32
78.125,32
78.125,32
87.5,32
78.125,32
75,32
62.5,32
53.125,32
65.625,32
71.875,32
53.125,32
84.375,32
78.125,32
68.75,32
53.125,32
71.875,32
75,32
65.625,32
53.125,32
93.75,32
65.625,32
62.5,32
71.875,32
65.625,32
59.375,32
71.875,32
65.625,32
71.875,32
78.125,32
68.75,32
75,32
68.75,32
68.75,32
78.125,32
65.625,32
71.875,32
78.125,32
62.5,32
65.625,32
71.875,32
68.75,32
75,32
65.625,32
81.25,32
71.875,32
68.75,32
68.75,32
65.625,32
59.375,32
68.75,32
81.25,32
71.875,32
65.625,32
62.5,32
81.25,32
71.875,32
68.75,32
71.875,32
71.875,32
65.625,32
65.625,32
65.625,32
75,32
68.75,32
53.125,32
87.5,32
65.625,32
56.25,32
75,32
62.5,32
62.5,32
84.375,32
65.625,32
65.625,32
68.75,32
81.25,32
71.875,32
75,32
65.625,32
68.75,32
65.625,32
78.125,32
78.125,32
65.625,32
62.5,32
81.25,32
68.75,32
78.125,32
84.375,32
71.875,32
75,32
75,32
78.125,32
68.75,32
78.125,32
68.75,32
65.625,32
62.5,32
78.125,32
62.5,32
78.125,32
87.5,32
78.125,32
65.625,32
75,32
78.125,32
75,32
59.375,32
71.875,32
81.25,32
65.625,32
81.25,32
71.875,32
71.875,32
75,32
81.25,32
46.875,32
78.125,32
65.625,32
78.125,32
71.875,32
78.125,32
65.625,32
71.875,32
78.125,32
75,32
71.875,32
78.125,32
81.25,32
84.375,32
46.875,32
65.625,32
68.75,32
71.875,32
62.5,32
71.875,32
81.25,32
62.5,32
75,32
78.125,32
71.875,32
68.75,32
68.75,32
62.5,32
59.375,32
75,32
56.25,32
78.125,32
71.875,32
68.75,32
81.25,32
75,32
68.75,32
65.625,32
84.375,32
81.25,32
78.125,32
65.625,32
53.125,32
78.125,32
68.75,32
65.625,32
59.375,32
78.125,32
59.375,32
68.75,32
71.875,32
65.625,32
71.875,32
65.625,32
62.5,32
71.875,32
78.125,32
65.625,32
68.75,32
59.375,32
65.625,32
75,32
65.625,32
68.75,32
68.75,32
62.5,32
46.875,32
75,32
62.5,32
65.625,32
78.125,32
75,32
62.5,32
71.875,32
75,32
68.75,32
87.5,32
68.75,32
65.625,32
75,32
71.875,32
75,32
71.875,32
62.5,32
65.625,32
62.5,32
68.75,32
65.625,32
65.625,32
75,32
81.25,32
81.25,32
68.75,32
68.75,32
81.25,32
81.25,32
56.25,32
62.5,32
71.875,32
78.125,32
75,32
81.25,32
75,32
87.5,32
68.75,32
78.125,32
71.875,32
71.875,32
81.25,32
75,32
59.375,32
75,32
84.375,32
71.875,32
75,32
78.125,32
53.125,32
78.125,32
71.875,32
62.5,32
65.625,32
81.25,32
75,32
56.25,32
65.625,32
68.75,32
81.25,32
68.75,32
68.75,32
71.875,32
65.625,32
81.25,32
84.375,32
65.625,32
81.25,32
78.125,32
90.625,32
65.625,32
84.375,32
71.875,32
81.25,32
59.375,32
78.125,32
81.25,32
81.25,32
68.75,32
78.125,32
62.5,32
81.25,32
71.875,32
62.5,32
65.625,32
78.125,32
65.625,32
56.25,32
78.125,32
75,32
68.75,32
84.375,32
62.5,32
75,32
84.375,32
68.75,32
75,32
78.125,32
71.875,32
71.875,32
68.75,32
71.875,32
87.5,32
75,32
68.75,32
65.625,32
75,32
65.625,32
71.875,32
75,32
62.5,32
81.25,32
75,32
59.375,32
75,32
59.375,32
75,32
84.375,32
65.625,32
75,32
59.375,32
75,32
59.375,32
68.75,32
81.25,32
68.75,32
71.875,32
75,32
78.125,32
62.5,32
87.5,32
59.375,32
78.125,32
78.125,32
84.375,32
68.75,32
75,32
68.75,32
71.875,32
53.125,32
53.125,32
68.75,32
90.625,32
68.75,32
62.5,32
65.625,32
78.125,32
78.125,32
68.75,32
75,32
71.875,32
68.75,32
78.125,32
68.75,32
75,32
65.625,32
75,32
71.875,32
62.5,32
68.75,32
75,32
68.75,32
71.875,32
68.75,32
75,32
68.75,32
71.875,32
84.375,32
62.5,32
75,32
71.875,32
68.75,32
68.75,32
59.375,32
62.5,32
62.5,32
78.125,32
71.875,32
75,32
75,32
71.875,32
71.875,32
81.25,32
81.25,32
71.875,32
71.875,32
68.75,32
84.375,32
68.75,32
87.5,32
81.25,32
78.125,32
75,32
75,32
65.625,32
68.75,32
62.5,32
75,32
81.25,32
68.75,32
56.25,32
75,32
81.25,32
78.125,32
68.75,32
87.5,32
68.75,32
65.625,32
81.25,32
62.5,32
62.5,32
68.75,32
56.25,32
68.75,32
71.875,32
78.125,32
81.25,32
78.125,32
81.25,32
75,32
46.875,32
71.875,32
68.75,32
65.625,32
78.125,32
53.125,32
78.125,32
87.5,32
65.625,32
62.5,32
78.125,32
78.125,32
75,32
68.75,32
59.375,32
56.25,32
68.75,32
75,32
56.25,32
84.375,32
78.125,32
68.75,32
65.625,32
78.125,32
75,32
62.5,32
84.375,32
68.75,32
75,32
84.375,32
68.75,32
62.5,32
71.875,32
68.75,32
65.625,32
84.375,32
62.5,32
75,32
75,32
62.5,32
81.25,32
75,32
75,32
84.375,32
71.875,32
81.25,32
71.875,32
75,32
65.625,32
75,32
62.5,32
71.875,32
68.75,32
81.25,32
68.75,32
62.5,32
71.875,32
75,32
46.875,32
65.625,32
71.875,32
84.375,32
68.75,32
78.125,32
62.5,32
75,32
59.375,32
84.375,32
78.125,32
75,32
65.625,32
75,32
56.25,32
78.125,32
87.5,32
59.375,32
65.625,32
59.375,32
75,32
62.5,32
59.375,32
71.875,32
81.25,32
65.625,32
75,32
75,32
65.625,32
90.625,32
81.25,32
62.5,32
68.75,32
84.375,32
75,32
90.625,32
78.125,32
78.125,32
68.75,32
68.75,32
68.75,32
68.75,32
84.375,32
78.125,32
71.875,32
75,32
62.5,32
78.125,32
75,32
71.875,32
75,32
71.875,32
65.625,32
78.125,32
71.875,32
78.125,32
68.75,32
68.75,32
68.75,32
75,32
87.5,32
65.625,32
71.875,32
75,32
78.125,32
50,32
71.875,32
75,32
81.25,32
68.75,32
81.25,32
62.5,32
65.625,32
78.125,32
81.25,32
81.25,32
68.75,32
84.375,32
59.375,32
53.125,32
71.875,32
59.375,32
75,32
75,32
81.25,32
59.375,32
50,32
68.75,32
65.625,32
75,32
65.625,32
78.125,32
78.125,32
65.625,32
65.625,32
53.125,32
53.125,32
75,32
75,32
81.25,32
62.5,32
68.75,32
62.5,32
75,32
65.625,32
81.25,32
71.875,32
75,32
68.75,32
59.375,32
75,32
68.75,32
75,32
75,32
65.625,32
87.5,32
71.875,32
75,32
75,32
75,32
62.5,32
62.5,32
71.875,32
59.375,32
65.625,32
71.875,32
53.125,32
68.75,32
68.75,32
78.125,32
81.25,32
71.875,32
71.875,32
75,32
71.875,32
62.5,32
65.625,32
84.375,32
78.125,32
62.5,32
75,32
71.875,32
78.125,32
81.25,32
59.375,32
68.75,32
59.375,32
75,32
68.75,32
71.875,32
71.875,32
75,32
75,32
75,32
62.5,32
65.625,32
62.5,32
84.375,32
59.375,32
87.5,32
93.75,32
71.875,32
68.75,32
65.625,32
75,32
71.875,32
62.5,32
75,32
68.75,32
84.375,32
87.5,32
65.625,32
65.625,32
84.375,32
65.625,32
62.5,32
75,32
71.875,32
75,32
75,32
68.75,32
56.25,32
68.75,32
84.375,32
65.625,32
75,32
68.75,32
75,32
81.25,32
71.875,32
75,32
84.375,32
65.625,32
78.125,32
71.875,32
62.5,32
68.75,32
78.125,32
78.125,32
81.25,32
87.5,32
65.625,32
78.125,32
84.375,32
62.5,32
65.625,32
71.875,32
81.25,32
68.75,32
71.875,32
75,32
81.25,32
56.25,32
78.125,32
75,32
87.5,32
71.875,32
65.625,32
71.875,32
65.625,32
71.875,32
71.875,32
75,32
84.375,32
71.875,32
62.5,32
75,32
78.125,32
75,32
65.625,32
78.125,32
75,32
81.25,32
71.875,32
87.5,32
68.75,32
78.125,32
75,32
71.875,32
65.625,32
71.875,32
68.75,32
81.25,32
75,32
84.375,32
68.75,32
65.625,32
81.25,32
84.375,32
68.75,32
81.25,32
59.375,32
87.5,32
59.375,32
71.875,32
56.25,32
84.375,32
62.5,32
75,32
68.75,32
81.25,32
75,32
71.875,32
65.625,32
65.625,32
81.25,32
81.25,32
84.375,32
75,32
59.375,32
78.125,32
68.75,32
84.375,32
75,32
62.5,32
93.75,32
71.875,32
65.625,32
78.125,32
78.125,32
78.125,32
65.625,32
68.75,32
78.125,32
68.75,32
75,32
56.25,32
75,32
90.625,32
65.625,32
71.875,32
81.25,32
81.25,32
71.875,32
59.375,32
68.75,32
62.5,32
56.25,32
62.5,32
75,32
68.75,32
71.875,32
71.875,32
65.625,32
84.375,32
71.875,32
65.625,32
65.625,32
62.5,32
75,32
62.5,32
75,32
71.875,32
65.625,32
71.875,32
78.125,32
71.875,32
68.75,32
81.25,32
75,32
65.625,32
71.875,32
78.125,32
81.25,32
71.875,32
87.5,32
75,32
75,32
68.75,32
75,32
68.75,32
71.875,32
68.75,32
78.125,32
78.125,32
87.5,32
75,32
65.625,32
75,32
71.875,32
90.625,32
71.875,32
71.875,32
71.875,32
65.625,32
71.875,32
68.75,32
75,32
75,32
59.375,32
71.875,32
68.75,32
87.5,32
62.5,32
78.125,32
75,32
62.5,32
68.75,32
71.875,32
71.875,32
75,32
81.25,32
68.75,32
62.5,32
68.75,32
81.25,32
71.875,32
78.125,32
75,32
75,32
71.875,32
71.875,32
71.875,32
75,32
84.375,32
78.125,32
93.75,32
81.25,32
81.25,32
75,32
59.375,32
78.125,32
68.75,32
68.75,32
68.75,32
81.25,32
84.375,32
75,32
62.5,32
62.5,32
56.25,32
68.75,32
87.5,32
68.75,32
75,32
65.625,32
75,32
81.25,32
62.5,32
71.875,32
78.125,32
71.875,32
71.875,32
81.25,32
81.25,32
68.75,32
68.75,32
71.875,32
84.375,32
78.125,32
71.875,32
78.125,32
71.875,32
75,32
81.25,32
56.25,32
81.25,32
84.375,32
84.375,32
81.25,32
75,32
75,32
65.625,32
62.5,32
75,32
71.875,32
71.875,32
68.75,32
84.375,32
75,32
71.875,32
78.125,32
78.125,32
78.125,32
71.875,32
65.625,32
87.5,32
75,32
78.125,32
84.375,32
87.5,32
62.5,32
78.125,32
68.75,32
59.375,32
75,32
65.625,32
75,32
93.75,32
59.375,32
96.875,32
71.875,32
65.625,32
87.5,32
71.875,32
68.75,32
78.125,32
68.75,32
75,32
75,32
75,32
81.25,32
90.625,32
68.75,32
75,32
81.25,32
68.75,32
68.75,32
90.625,32
75,32
65.625,32
75,32
62.5,32
71.875,32
71.875,32
81.25,32
75,32
78.125,32
75,32
68.75,32
71.875,32
78.125,32
78.125,32
68.75,32
78.125,32
65.625,32
71.875,32
78.125,32
65.625,32
59.375,32
81.25,32
53.125,32
71.875,32
78.125,32
71.875,32
59.375,32
84.375,32
90.625,32
75,32
84.375,32
71.875,32
78.125,32
71.875,32
65.625,32
75,32
68.75,32
87.5,32
71.875,32
84.375,32
75,32
71.875,32
81.25,32
78.125,32
81.25,32
75,32
87.5,32
65.625,32
68.75,32
81.25,32
84.375,32
81.25,32
75,32
87.5,32
68.75,32
68.75,32
65.625,32
71.875,32
84.375,32
62.5,32
75,32
75,32
78.125,32
87.5,32
68.75,32
81.25,32
78.125,32
53.125,32
78.125,32
71.875,32
71.875,32
84.375,32
62.5,32
81.25,32
84.375,32
71.875,32
75,32
78.125,32
68.75,32
65.625,32
84.375,32
65.625,32
84.375,32
71.875,32
78.125,32
84.375,32
68.75,32
78.125,32
62.5,32
75,32
68.75,32
75,32
59.375,32
71.875,32
81.25,32
78.125,32
75,32
75,32
71.875,32
78.125,32
87.5,32
81.25,32
81.25,32
81.25,32
81.25,32
75,32
81.25,32
78.125,32
68.75,32
71.875,32
78.125,32
78.125,32
78.125,32
65.625,32
78.125,32
75,32
78.125,32
81.25,32
84.375,32
68.75,32
75,32
62.5,32
71.875,32
65.625,32
65.625,32
75,32
75,32
71.875,32
75,32
53.125,32
68.75,32
75,32
65.625,32
75,32
87.5,32
81.25,32
71.875,32
75,32
75,32
78.125,32
78.125,32
78.125,32
68.75,32
78.125,32
71.875,32
68.75,32
75,32
68.75,32
84.375,32
71.875,32
81.25,32
75,32
68.75,32
90.625,32
65.625,32
81.25,32
71.875,32
65.625,32
71.875,32
68.75,32
75,32
68.75,32
84.375,32
62.5,32
59.375,32
75,32
75,32
71.875,32
78.125,32
75,32
68.75,32
81.25,32
81.25,32
75,32
81.25,32
68.75,32
68.75,32
71.875,32
81.25,32
84.375,32
71.875,32
62.5,32
68.75,32
84.375,32
75,32
71.875,32
68.75,32
65.625,32
87.5,32
84.375,32
81.25,32
56.25,32
71.875,32
62.5,32
75,32
75,32
84.375,32
62.5,32
71.875,32
78.125,32
68.75,32
68.75,32
78.125,32
81.25,32
65.625,32
87.5,32
71.875,32
75,32
87.5,32
75,32
65.625,32
90.625,32
68.75,32
68.75,32
75,32
75,32
81.25,32
87.5,32
84.375,32
87.5,32
65.625,32
78.125,32
84.375,32
65.625,32
81.25,32
71.875,32
62.5,32
71.875,32
78.125,32
68.75,32
65.625,32
78.125,32
68.75,32
65.625,32
62.5,32
71.875,32
68.75,32
87.5,32
75,32
81.25,32
65.625,32
84.375,32
75,32
65.625,32
81.25,32
68.75,32
87.5,32
75,32
68.75,32
81.25,32
75,32
71.875,32
71.875,32
68.75,32
84.375,32
78.125,32
75,32
75,32
81.25,32
84.375,32
68.75,32
81.25,32
68.75,32
75,32
68.75,32
65.625,32
84.375,32
84.375,32
81.25,32
59.375,32
71.875,32
84.375,32
65.625,32
68.75,32
71.875,32
75,32
71.875,32
65.625,32
75,32
75,32
75,32
78.125,32
84.375,32
81.25,32
71.875,32
65.625,32
78.125,32
71.875,32
78.125,32
78.125,32
71.875,32
75,32
68.75,32
81.25,32
81.25,32
84.375,32
75,32
71.875,32
68.75,32
62.5,32
62.5,32
71.875,32
81.25,32
71.875,32
78.125,32
81.25,32
78.125,32
65.625,32
78.125,32
75,32
84.375,32
81.25,32
78.125,32
84.375,32
68.75,32
71.875,32
65.625,32
75,32
78.125,32
81.25,32
65.625,32
75,32
78.125,32
62.5,32
71.875,32
75,32
59.375,32
75,32
78.125,32
68.75,32
75,32
78.125,32
62.5,32
68.75,32
65.625,32
84.375,32
81.25,32
62.5,32
65.625,32
78.125,32
81.25,32
81.25,32
81.25,32
81.25,32
78.125,32
87.5,32
84.375,32
81.25,32
78.125,32
68.75,32
87.5,32
81.25,32
87.5,32
81.25,32
75,32
78.125,32
71.875,32
65.625,32
78.125,32
87.5,32
75,32
81.25,32
75,32
65.625,32
78.125,32
65.625,32
75,32
90.625,32
81.25,32
65.625,32
81.25,32
68.75,32
75,32
71.875,32
75,32
81.25,32
68.75,32
78.125,32
84.375,32
71.875,32
56.25,32
71.875,32
78.125,32
65.625,32
75,32
59.375,32
84.375,32
78.125,32
75,32
75,32
84.375,32
71.875,32
71.875,32
68.75,32
78.125,32
71.875,32
87.5,32
75,32
71.875,32
65.625,32
78.125,32
84.375,32
87.5,32
81.25,32
84.375,32
78.125,32
53.125,32
84.375,32
81.25,32
81.25,32
75,32
75,32
81.25,32
68.75,32
84.375,32
78.125,32
81.25,32
78.125,32
78.125,32
65.625,32
65.625,32
81.25,32
75,32
90.625,32
84.375,32
65.625,32
81.25,32
62.5,32
71.875,32
71.875,32
84.375,32
84.375,32
75,32
71.875,32
84.375,32
81.25,32
84.375,32
68.75,32
81.25,32
68.75,32
84.375,32
84.375,32
78.125,32
78.125,32
75,32
87.5,32
62.5,32
68.75,32
78.125,32
81.25,32
93.75,32
90.625,32
81.25,32
84.375,32
68.75,32
87.5,32
81.25,32
75,32
75,32
81.25,32
90.625,32
81.25,32
78.125,32
84.375,32
81.25,32
71.875,32
81.25,32
84.375,32
75,32
71.875,32
65.625,32
65.625,32
78.125,32
84.375,32
84.375,32
78.125,32
78.125,32
75,32
81.25,32
90.625,32
78.125,32
87.5,32
75,32
75,32
84.375,32
68.75,32
68.75,32
62.5,32
75,32
78.125,32
75,32
90.625,32
87.5,32
71.875,32
71.875,32
84.375,32
75,32
75,32
78.125,32
81.25,32
75,32
71.875,32
65.625,32
78.125,32
78.125,32
75,32
68.75,32
84.375,32
56.25,32
68.75,32
81.25,32
68.75,32
65.625,32
68.75,32
84.375,32
75,32
65.625,32
75,32
75,32
75,32
90.625,32
81.25,32
68.75,32
71.875,32
84.375,32
71.875,32
75,32
93.75,32
84.375,32
81.25,32
65.625,32
65.625,32
84.375,32
75,32
78.125,32
84.375,32
71.875,32
81.25,32
59.375,32
59.375,32
68.75,32
87.5,32
93.75,32
100,32
68.75,32
68.75,32
87.5,32
81.25,32
87.5,32
87.5,32
84.375,32
75,32
68.75,32
75,32
75,32
68.75,32
93.75,32
78.125,32
65.625,32
81.25,32
65.625,32
75,32
75,32
71.875,32
84.375,32
75,32
68.75,32
90.625,32
75,32
75,32
75,32
81.25,32
75,32
68.75,32
75,32
75,32
81.25,32
78.125,32
75,32
90.625,32
75,32
87.5,32
71.875,32
90.625,32
75,32
84.375,32
81.25,32
78.125,32
78.125,32
78.125,32
71.875,32
71.875,32
71.875,32
71.875,32
62.5,32
81.25,32
75,32
75,32
75,32
65.625,32
75,32
84.375,32
78.125,32
68.75,32
81.25,32
84.375,32
93.75,32
84.375,32
68.75,32
84.375,32
78.125,32
84.375,32
78.125,32
81.25,32
75,32
81.25,32
81.25,32
68.75,32
56.25,32
68.75,32
84.375,32
71.875,32
71.875,32
93.75,32
65.625,32
84.375,32
84.375,32
71.875,32
78.125,32
78.125,32
90.625,32
71.875,32
81.25,32
75,32
75,32
90.625,32
75,32
71.875,32
81.25,32
75,32
75,32
68.75,32
84.375,32
68.75,32
78.125,32
87.5,32
90.625,32
81.25,32
62.5,32
68.75,32
78.125,32
81.25,32
78.125,32
75,32
75,32
65.625,32
78.125,32
65.625,32
81.25,32
68.75,32
75,32
65.625,32
68.75,32
84.375,32
68.75,32
84.375,32
78.125,32
78.125,32
87.5,32
78.125,32
81.25,32
90.625,32
90.625,32
75,32
81.25,32
75,32
75,32
84.375,32
87.5,32
75,32
84.375,32
71.875,32
78.125,32
65.625,32
81.25,32
90.625,32
71.875,32
75,32
87.5,32
87.5,32
81.25,32
75,32
71.875,32
71.875,32
78.125,32
71.875,32
90.625,32
68.75,32
65.625,32
81.25,32
81.25,32
71.875,32
65.625,32
81.25,32
68.75,32
71.875,32
84.375,32
78.125,32
81.25,32
78.125,32
71.875,32
84.375,32
84.375,32
75,32
87.5,32
75,32
84.375,32
75,32
78.125,32
75,32
75,32
81.25,32
71.875,32
68.75,32
75,32
81.25,32
71.875,32
62.5,32
75,32
90.625,32
75,32
68.75,32
93.75,32
75,32
68.75,32
84.375,32
71.875,32
78.125,32
81.25,32
71.875,32
78.125,32
75,32
75,32
75,32
65.625,32
68.75,32
81.25,32
81.25,32
87.5,32
68.75,32
81.25,32
81.25,32
71.875,32
81.25,32
78.125,32
71.875,32
68.75,32
84.375,32
81.25,32
81.25,32
81.25,32
81.25,32
75,32
75,32
68.75,32
75,32
90.625,32
84.375,32
84.375,32
93.75,32
81.25,32
78.125,32
75,32
84.375,32
78.125,32
87.5,32
90.625,32
78.125,32
81.25,32
84.375,32
81.25,32
84.375,32
78.125,32
81.25,32
78.125,32
68.75,32
78.125,32
78.125,32
84.375,32
75,32
68.75,32
78.125,32
62.5,32
81.25,32
81.25,32
75,32
81.25,32
81.25,32
84.375,32
71.875,32
78.125,32
87.5,32
87.5,32
81.25,32
84.375,32
87.5,32
81.25,32
71.875,32
90.625,32
84.375,32
71.875,32
84.375,32
84.375,32
84.375,32
75,32
84.375,32
84.375,32
81.25,32
68.75,32
81.25,32
75,32
90.625,32
71.875,32
71.875,32
78.125,32
71.875,32
84.375,32
78.125,32
81.25,32
81.25,32
90.625,32
75,32
78.125,32
78.125,32
81.25,32
65.625,32
87.5,32
81.25,32
68.75,32
81.25,32
90.625,32
78.125,32
62.5,32
78.125,32
81.25,32
81.25,32
71.875,32
75,32
81.25,32
78.125,32
75,32
75,32
84.375,32
90.625,32
84.375,32
84.375,32
81.25,32
75,32
81.25,32
93.75,32
81.25,32
84.375,32
75,32
84.375,32
75,32
93.75,32
75,32
84.375,32
71.875,32
78.125,32
87.5,32
84.375,32
68.75,32
81.25,32
81.25,32
84.375,32
59.375,32
78.125,32
81.25,32
81.25,32
84.375,32
87.5,32
87.5,32
81.25,32
71.875,32
62.5,32
71.875,32
75,32
71.875,32
75,32
87.5,32
81.25,32
84.375,32
78.125,32
87.5,32
78.125,32
84.375,32
71.875,32
78.125,32
75,32
71.875,32
81.25,32
81.25,32
78.125,32
84.375,32
87.5,32
75,32
81.25,32
78.125,32
75,32
75,32
84.375,32
78.125,32
87.5,32
75,32
71.875,32
75,32
75,32
87.5,32
71.875,32
81.25,32
71.875,32
68.75,32
75,32
62.5,32
81.25,32
65.625,32
78.125,32
75,32
84.375,32
84.375,32
81.25,32
84.375,32
78.125,32
71.875,32
68.75,32
78.125,32
81.25,32
78.125,32
68.75,32
81.25,32
68.75,32
75,32
81.25,32
75,32
78.125,32
84.375,32
84.375,32
